CUS_ID,Ypred
575146,0
577664,0
582238,0
586204,0
589071,0
590257,0
591441,1
591786,0
593211,0
593875,0
595222,0
596178,0
598132,0
600496,0
602476,0
603368,0
609081,0
611077,0
611432,0
612534,0
614989,0
616287,1
617491,0
618039,0
619348,0
621119,0
621167,0
627046,0
631218,0
634656,0
638941,0
646008,0
647947,0
649569,0
651954,0
653585,0
655494,0
658645,0
659257,0
660652,0
662265,0
662953,0
663046,0
663371,0
665608,0
665926,0
666413,0
667317,0
672684,1
674584,0
674716,0
680131,0
681214,0
681442,0
681662,0
681869,0
681979,0
683938,0
685079,0
687435,0
688068,1
688152,0
691130,0
692439,0
692881,1
694789,0
695153,0
696048,0
697853,0
698316,0
699483,0
699939,0
701019,0
702027,1
703393,0
703949,0
704501,0
706361,0
708122,0
712093,0
712561,0
713075,0
714012,0
714181,0
714403,0
715758,0
715879,0
716680,0
718294,0
722545,0
724390,0
725352,0
727396,0
728511,0
729166,0
735069,0
736661,0
739543,0
739580,0
740441,0
740497,0
741293,0
743972,0
744378,0
744517,0
746113,0
746758,0
747708,0
749119,0
751052,0
752706,0
753382,0
757054,0
757173,0
758787,0
759182,0
760133,0
760657,0
760719,0
760937,0
761575,0
763096,0
763811,0
763843,0
764076,1
764661,0
766298,0
767237,1
767565,0
768150,0
768186,0
768546,0
770228,0
770860,0
771822,0
773447,0
773625,1
774220,0
774339,0
776241,0
776343,0
777658,0
777827,0
780212,0
781315,0
783448,0
783534,0
784126,0
784212,0
784533,0
787079,0
787103,0
787159,0
787629,0
789112,0
789272,0
792449,0
792822,0
794159,1
794249,0
794523,0
794748,0
796069,0
796073,0
796280,0
797254,0
798545,0
799870,0
800709,0
800878,0
803011,0
803681,0
805414,0
805437,0
806027,0
806169,0
806931,0
807497,0
809072,0
811098,0
811387,0
812106,0
812181,0
812227,0
814435,0
815615,0
816253,0
817062,0
818503,0
819577,0
820556,0
820982,0
821070,0
821440,0
822633,0
823489,0
823913,0
825354,0
825416,1
828989,0
830017,0
830593,0
831354,0
832976,0
833401,0
840292,0
840658,0
841105,0
842032,0
843475,0
844416,0
845820,0
848563,0
849266,0
849365,1
849715,0
850302,0
852271,1
853397,0
854842,0
855619,0
860438,0
863078,0
865211,0
866629,0
867497,0
869327,0
870053,0
871649,0
874246,0
874678,0
877559,0
877565,0
878469,0
878706,0
878731,1
878878,0
879420,0
885162,0
885300,0
885326,0
887462,0
887501,0
888658,0
889248,0
889960,0
890792,0
891054,0
891315,0
892199,0
892790,0
893146,0
893416,0
893520,0
896702,0
897605,0
901943,0
903329,0
903788,0
903937,0
904465,0
905459,0
906861,0
907796,0
908161,0
916377,0
917875,0
918550,0
918715,0
919127,0
919817,0
919912,0
921495,0
924546,0
925035,0
927446,0
927462,0
928848,0
929029,0
932419,0
933265,0
933573,0
939412,0
939981,0
941516,0
942506,0
944365,1
945571,0
946073,0
946309,0
946377,0
947491,0
947527,0
948348,0
949207,0
950605,0
950668,0
951254,0
958144,0
958809,0
959280,1
960118,0
962497,0
962803,0
962901,0
964799,0
965881,0
966764,0
971402,0
973007,0
975924,0
976812,0
976947,0
979496,0
983317,0
983439,0
984241,0
986921,0
987025,0
989864,0
991456,0
992869,0
995084,0
996738,0
1006060,0
1014577,0
1014973,0
1015205,0
1022976,0
1028359,1
1030131,0
1030755,0
1032167,0
1041770,0
1049431,1
1053188,0
1062725,0
1067546,0
1068232,0
1070855,0
1071561,0
1071726,0
1072291,0
1075130,0
1076927,0
1078150,0
1079825,0
1080995,0
1084479,0
1084599,0
1084839,0
1085085,0
1085646,0
1085884,0
1092651,0
1093031,0
1094025,0
1094787,0
1095330,0
1098466,0
1098588,0
1100869,0
1101273,0
1102834,0
1104365,0
1105474,0
1107110,0
1108622,0
1109931,0
1110631,0
1111989,0
1115520,0
1116950,0
1118049,0
1118265,0
1118681,0
1124603,0
1124769,0
1125220,0
1125538,0
1130213,0
1132270,0
1136915,0
1137588,0
1138617,1
1140207,1
1140655,0
1140969,0
1142143,0
1143594,0
1144557,0
1145494,0
1147657,0
1148736,0
1149387,0
1151302,1
1151700,0
1152551,0
1153146,0
1156023,0
1159583,0
1160431,0
1160552,0
1160572,0
1161229,0
1163536,0
1164436,0
1166265,0
1168249,0
1168818,0
1170004,0
1171619,0
1172538,0
1173173,0
1173698,0
1176016,0
1176532,0
1177157,0
1178308,0
1183741,0
1184836,0
1185053,0
1188125,0
1188574,1
1191267,0
1191819,0
1192996,0
1194246,0
1197554,0
1200622,0
1200659,0
1204971,1
1206856,0
1207840,0
1208101,0
1211685,0
1216362,0
1216653,0
1216666,0
1219607,0
1224119,0
1225079,0
1228730,0
1228737,0
1230016,0
1233006,0
1234812,0
1235066,0
1235742,0
1237141,0
1240012,0
1242050,1
1242557,0
1245835,0
1250172,0
1252586,0
1252774,1
1254705,0
1258012,0
1261644,0
1262748,0
1263183,0
1263516,0
1265903,0
1266494,0
1266552,0
1266638,0
1267101,0
1267356,0
1271205,0
1273819,0
1274318,0
1276258,0
1276732,0
1278953,0
1280858,0
1281197,0
1286038,0
1291388,0
1294892,0
1297750,0
1301762,0
1302678,0
1305317,0
1305708,0
1308269,0
1309620,0
1313899,0
1322495,0
1322682,0
1323696,0
1326389,0
1334466,0
1341010,0
1342079,0
1342511,0
1347481,0
1352368,0
1352924,0
1355892,0
1359261,0
1359725,0
1363223,1
1365186,0
1367257,0
1368508,1
1369984,0
1370643,0
1372973,0
1373092,1
1377885,0
1378503,0
1386411,1
1386484,1
1387391,0
1390743,1
1390817,0
1396965,0
1398628,0
1404965,0
1413271,1
1418181,1
1419483,0
1422292,0
1422515,0
1425821,0
1426163,0
1428783,0
1429397,1
1434492,1
1435422,0
1438443,0
1440747,1
1441612,0
1442563,0
1446683,0
1447152,0
1449081,0
1454412,0
1455888,1
1458161,0
1459928,1
1465859,0
1466813,0
1469612,0
1471196,0
1475497,0
1476096,0
1479151,1
1479781,0
1480005,0
1483372,0
1483612,0
1484607,0
1489118,0
1491568,0
1492692,1
1493127,0
1493689,0
1494903,0
1495385,0
1497180,0
1499430,0
1499908,0
1503800,0
1505066,0
1506435,0
1506836,0
1509179,0
1512871,0
1514355,0
1517355,1
1521000,0
1521838,0
1522004,0
1522707,0
1524585,0
1525422,1
1526209,0
1526458,1
1527578,0
1531762,1
1533928,0
1535128,0
1539928,0
1540779,0
1542104,0
1542877,0
1543168,0
1545458,0
1545771,1
1545948,0
1546795,0
1548036,0
1548326,0
1550950,0
1551618,0
1555457,0
1556087,0
1557757,0
1558764,0
1561542,0
1563091,0
1563711,0
1564680,0
1565742,1
1571737,0
1572203,0
1574007,0
1574301,1
1578972,0
1579817,0
1580496,0
1581771,1
1581958,0
1585142,1
1585695,0
1588148,0
1590515,0
1591013,1
1591758,0
1593865,0
1597917,0
1599539,0
1599891,0
1599987,1
1602618,0
1607260,0
1608244,0
1608306,0
1610104,0
1614481,1
1621909,0
1625412,1
1626881,0
1627337,0
1628625,0
1635582,0
1640240,0
1642381,0
1647978,0
1648765,0
1653303,0
1653407,0
1657537,0
1660214,0
1660697,0
1660935,0
1661211,0
1663941,0
1666212,0
1666444,0
1672284,0
1672755,0
1674464,1
1674557,0
1676363,0
1678631,0
1679343,0
1685459,0
1686989,0
1690718,0
1690840,0
1692654,0
1694490,0
1694819,0
1697418,0
1697421,0
1699607,0
1699674,0
1705350,0
1705448,0
1707064,0
1707812,0
1711283,0
1711291,0
1712711,0
1713840,0
1714502,0
1714635,1
1715152,0
1717942,0
1721568,0
1722137,0
1722547,0
1723404,0
1723904,0
1726390,0
1729131,1
1729655,0
1729840,0
1730158,0
1730801,0
1732205,0
1733026,0
1735454,0
1737636,0
1737690,0
1739535,0
1742388,0
1743000,0
1745220,0
1753548,0
1753955,1
1754556,0
1757068,0
1758627,0
1758793,0
1760693,0
1761242,0
1761566,1
1766446,0
1769165,0
1769691,0
1778926,0
1783110,0
1784896,0
1785933,0
1790470,0
1791308,0
1792697,0
1797460,0
1797466,0
1798395,0
1798602,0
1801785,0
1802604,0
1803851,0
1806061,0
1807606,0
1808390,0
1809247,0
1810010,0
1810041,0
1810585,0
1810990,0
1816011,0
1820960,0
1823013,0
1823113,0
1824025,0
1831184,0
1831680,0
1832722,0
1837309,0
1837487,0
1838257,0
1843457,0
1848670,0
1849680,0
1850145,0
1852427,0
1854809,0
1856813,0
1857248,1
1857852,0
1858285,0
1858581,0
1859110,0
1859459,0
1864872,1
1867284,0
1868167,0
1868884,0
1870701,0
1870926,0
1871120,0
1871856,0
1871884,0
1872337,0
1872365,0
1872705,0
1873603,0
1875049,0
1877096,0
1877507,0
1878644,0
1879484,0
1880120,0
1880420,0
1882001,0
1882535,0
1885332,0
1885513,0
1887000,0
1887133,0
1887924,0
1888575,0
1889828,0
1890442,0
1890872,0
1891222,0
1891473,0
1892218,0
1892306,0
1893493,0
1897160,0
1897486,0
1897830,0
1909601,0
1911118,0
1914738,1
1915338,0
1916177,0
1919041,0
1921286,0
1921442,0
1925113,1
1925208,0
1925503,0
1926753,0
1926979,0
1928699,0
1937050,0
1944560,0
1944593,0
1951414,0
1954923,0
1955737,0
1959941,1
1963831,0
1967704,0
1973912,0
1974824,0
1974909,0
1975780,0
1977552,0
1979854,0
1980005,0
1987855,1
1994532,0
1997168,0
2002454,0
2006677,0
2006757,0
2007418,0
2011283,0
2012945,0
2013962,0
2022581,0
2022886,0
2023213,0
2029131,0
2033970,0
2034230,0
2038080,0
2039570,0
2040590,0
2042293,1
2043437,0
2044177,0
2047580,0
2049040,0
2052145,0
2052658,0
2055217,0
2057816,0
2058878,0
2058897,0
2061665,0
2070708,0
2071571,0
2082509,0
2086723,0
2102545,0
2103642,0
2104549,0
2105740,0
2107368,0
2107761,1
2108512,1
2108554,0
2110145,0
2112889,0
2114028,0
2114723,0
2119898,0
2127178,0
2127412,0
2131239,0
2135260,0
2136178,0
2136816,0
2138430,1
2142027,0
2142131,0
2142310,0
2145307,0
2145828,0
2146407,0
2147567,0
2149624,0
2152057,1
2156157,0
2156691,0
2156940,0
2159963,0
2160094,0
2161820,0
2163378,0
2166146,0
2167887,0
2172362,0
2173392,0
2173393,0
2173620,0
2176492,0
2176901,0
2177121,0
2182269,0
2183877,0
2185210,0
2191722,1
2195307,0
2199470,0
2201542,0
2203101,1
2203239,0
2206692,0
2206932,0
2212942,0
2213484,0
2213612,0
2215233,0
2218655,0
2220471,0
2221755,0
2222347,0
2225290,0
2230713,0
2231989,0
2232652,0
2234823,0
2236215,0
2236858,0
2237231,0
2238776,0
2242570,1
2243662,0
2243923,0
2245826,0
2247709,0
2247949,0
2248886,0
2249235,0
2250194,0
2251069,0
2251504,1
2252580,0
2253494,0
2253646,0
2256105,0
2256556,0
2257440,0
2260922,0
2261653,0
2265060,0
2265518,0
2265846,0
2266086,0
2268580,0
2269327,0
2270006,0
2272650,0
2273194,0
2273289,0
2277333,0
2278338,0
2280852,0
2284839,0
2286644,0
2288046,0
2289571,0
2292746,0
2294431,0
2299018,0
2300087,0
2300573,0
2300969,1
2302658,0
2304033,0
2304134,0
2306807,0
2316057,0
2318632,0
2321572,0
2321928,0
2338115,0
2340141,0
2340514,0
2341117,1
2341390,0
2341832,0
2343292,0
2344512,0
2345582,0
2347904,0
2349777,0
2357105,0
2360012,0
2362938,0
2370320,0
2370793,0
2372841,0
2374118,0
2378272,0
2379887,0
2385726,0
2385963,0
2387291,0
2387398,0
2393101,0
2393888,1
2396799,0
2397629,0
2399747,0
2402266,0
2416576,0
2420343,0
2425441,0
2425874,0
2425991,0
2426354,1
2427333,0
2428650,0
2431085,0
2432141,0
2439709,0
2443191,0
2446183,0
2448797,1
2449122,0
2453032,0
2455086,0
2469308,0
2477916,0
2478464,0
2481419,0
2487690,0
2490634,0
2492556,0
2493676,0
2496246,0
2498910,1
2499000,0
2499431,0
2503925,0
2506547,0
2507464,0
2519799,0
2520219,0
2521596,0
2530099,0
2538655,0
2548533,0
2549138,0
2551848,0
2556628,0
2560592,0
2560846,0
2561375,0
2562580,0
2563206,0
2564690,1
2566930,0
2568209,0
2568332,0
2570441,0
2570649,1
2571411,1
2580561,0
1307,0
2672,1
2981,0
5020,1
6353,0
6499,0
7993,1
8291,1
9806,1
10071,0
10283,0
10752,0
11476,1
11835,1
12487,0
12894,0
12947,1
13264,1
13423,0
13822,1
14137,0
14151,0
14797,0
16822,0
18317,0
19561,1
20281,1
21611,1
21658,1
22187,1
22413,0
22985,0
24258,1
25269,0
25377,0
26149,1
26946,1
27190,0
27335,1
27438,0
27802,1
27908,1
28656,1
29748,0
30327,1
30606,1
32187,0
33029,1
33049,0
33754,1
33967,1
34320,1
34942,1
35016,1
35109,0
36469,0
37107,0
37702,1
37866,1
38135,0
38212,1
39088,0
39255,0
39860,1
40246,0
40620,1
40863,0
41167,1
41276,1
41396,1
41824,1
42682,0
43311,0
43630,0
45207,0
45287,0
45301,1
46158,1
46452,1
47428,1
47697,1
48063,1
48416,1
48844,0
50012,1
50189,1
51887,1
52139,0
52473,1
52723,1
53695,1
55253,1
56169,1
56302,1
57984,1
58628,1
59189,0
60026,0
61980,1
63439,1
63584,1
64365,0
65272,0
66178,1
66978,0
67221,0
67965,1
68269,1
68633,0
69330,1
69698,1
69797,0
70311,0
70609,0
71061,1
71148,1
72071,0
73887,0
74128,1
74393,1
74437,1
75664,1
75944,1
76342,1
76829,0
77150,0
77926,0
78050,1
78827,1
79825,1
80083,1
80211,0
81556,1
81679,0
81749,0
82038,0
83126,0
83494,0
84879,0
85340,0
86305,0
87311,0
87426,0
88296,1
88794,1
88992,1
89200,0
90182,0
90725,0
91460,0
91510,1
92501,1
93022,1
95010,0
95689,0
96471,1
96859,1
97356,0
97557,0
99810,1
100012,0
100125,0
100450,1
100469,1
100759,1
101002,1
101049,1
101607,0
101609,1
101886,1
102315,1
102548,0
103134,1
103474,1
104234,1
104733,1
105621,0
106540,0
107640,1
107694,0
107841,1
108027,0
108345,1
109508,0
109729,0
111749,0
112096,0
112866,1
112958,0
113750,0
113831,1
114435,1
116424,0
117509,1
117571,0
117762,0
118160,1
118184,1
121454,1
121879,0
122412,1
122770,0
123546,0
125417,1
125545,1
125810,1
125985,1
126890,1
127559,1
128103,1
128776,1
131908,1
132950,1
134123,0
134638,0
135863,1
136135,0
136232,1
138723,0
138915,1
139498,0
140685,1
141236,0
143061,1
143501,1
143584,1
143715,1
143840,0
144208,0
144820,0
145338,1
146187,1
146382,0
146887,1
147108,0
149119,1
150678,1
151348,1
152933,1
153226,0
154969,1
155401,1
155647,1
155878,1
156382,0
157873,0
158384,0
159047,1
159159,1
160042,1
160355,1
160688,1
162125,0
162177,1
162260,0
164180,1
164942,1
164983,1
165243,1
165283,1
165604,0
166191,1
167060,1
167113,0
169208,0
170534,1
170970,1
171679,0
174193,0
174406,0
175017,0
176246,0
176447,1
177700,1
177979,1
178102,0
179452,0
179498,1
180689,0
180967,1
181130,0
182496,0
182645,0
182784,1
182895,0
183095,1
183365,0
184917,1
185238,0
187273,0
188438,1
189576,1
190142,0
190354,0
190795,1
190860,0
191320,0
191556,0
192169,1
192414,0
192592,1
193055,1
194040,1
194541,1
194758,0
195307,1
195608,1
195638,1
195979,0
196369,1
197087,0
197090,0
197216,1
198388,1
198858,1
199214,1
200382,1
200692,1
201101,0
201424,1
201692,1
201729,0
202830,1
202840,1
203538,0
204820,0
205653,1
206702,0
207181,0
207365,0
207628,1
208439,1
208889,0
209536,0
211198,0
211468,1
212927,0
213043,1
213159,0
213350,1
214148,0
214339,0
215984,1
216471,1
217533,0
217883,1
217903,0
218900,0
220008,1
220238,0
220449,1
221426,1
221639,1
222186,1
223660,1
223845,1
224979,1
227132,1
227139,1
229737,1
229969,1
230795,0
231069,0
231119,1
231166,1
231294,1
231410,1
231426,0
231914,1
232108,0
233615,1
234226,0
234451,0
234517,0
236373,0
236937,1
238034,1
238185,1
239447,1
240218,1
240324,1
242354,1
243976,0
244214,0
244439,1
246721,1
246783,0
247389,1
247586,1
248662,0
248792,1
248832,1
249748,0
249825,0
250027,0
250265,1
251336,1
251419,0
251741,1
251968,1
252369,1
252603,0
253435,0
253816,0
255507,0
256500,0
256563,1
256669,1
257539,1
258329,0
258966,1
260042,1
260272,1
260328,0
260911,1
261681,1
261682,1
262607,1
264352,1
264720,0
264820,0
265103,1
265138,1
265272,1
265686,1
265782,1
265977,1
266113,1
266122,0
266675,1
267119,0
267262,0
267318,0
268336,0
268739,1
269639,1
270509,0
270621,1
270974,0
271036,0
271922,1
272368,0
273371,1
273758,0
274035,0
274766,1
274884,0
276105,1
277534,1
277650,1
277662,1
278004,1
278213,1
278570,1
279156,1
280354,1
280589,1
280985,1
281870,1
283158,0
283423,1
284084,1
284261,1
284369,1
284650,1
285063,0
285550,1
285796,0
286571,1
287073,1
287131,1
287973,1
288100,0
288500,0
288674,1
289348,1
289429,0
290616,0
292730,1
294027,0
295811,0
296723,0
297455,1
297756,0
298065,1
298379,0
298436,0
298972,0
302008,1
303295,0
303474,1
303958,0
304617,1
305157,1
307130,0
307508,0
307682,1
309521,0
310925,1
311575,1
311706,1
312040,0
312492,0
312774,1
313011,0
313446,1
313584,1
313996,1
314707,0
315164,1
315536,1
315730,0
315857,0
316764,1
318078,1
318223,1
318932,1
320453,0
322311,1
323289,1
324077,0
324955,0
325174,0
326526,1
327809,1
328948,1
329558,0
330455,0
330678,1
331245,0
332313,1
334329,1
334374,1
335263,0
335915,0
336286,1
338097,0
338243,1
338659,1
340007,1
340104,0
340436,1
341581,1
342434,0
344691,1
345150,0
345199,0
345776,0
346161,1
347494,1
348630,0
349025,1
349084,1
349665,1
349707,0
350145,1
350251,0
352438,1
353377,1
354122,1
354634,1
355090,1
355322,1
355685,1
356346,1
357772,1
358751,0
359387,0
359421,0
359545,1
360486,1
361137,1
364153,1
365148,1
365377,1
365626,1
367277,1
367348,1
367676,1
367797,0
368557,0
369089,1
369411,0
369830,0
370236,0
370675,1
370931,0
371997,0
372492,1
372579,0
373024,0
374030,0
374810,1
375287,1
375475,0
375562,1
376160,1
377448,1
379676,0
380247,1
380729,1
380992,1
381044,0
381766,1
381962,0
383172,1
383877,0
384573,1
384854,0
388275,0
388422,1
388932,1
389849,0
390744,1
392095,0
392210,1
393757,1
394521,1
394712,0
398190,1
398226,0
400721,1
401431,0
402648,1
403719,0
403962,1
409381,1
410051,1
412184,1
413751,1
414533,0
415009,1
415086,1
415235,1
416141,0
416186,0
416625,1
417189,1
417639,1
417723,1
417774,1
418005,1
418017,0
419964,1
420269,1
422216,1
422511,1
424592,1
424818,1
425867,1
426145,0
426238,0
426362,0
426525,1
427135,1
427151,0
428624,0
429077,1
429797,1
430620,0
430725,0
431264,0
431291,0
431775,0
432177,1
432684,0
433033,0
433100,1
433237,1
433952,1
435044,0
435334,1
436682,1
436805,0
436808,0
438122,1
438238,1
438285,0
438384,1
439086,1
439363,1
439706,1
440050,1
441460,0
441480,1
441734,1
442210,0
443147,0
443418,1
443465,0
443940,1
444351,1
445089,1
445643,1
445840,0
446298,0
446428,1
446473,0
447240,1
447748,1
447943,1
449651,1
450175,1
450480,1
452439,1
453541,1
455758,1
456044,1
457423,0
457425,1
457767,1
458312,1
458813,0
459123,1
459145,1
459453,1
461842,1
461843,1
461892,1
461942,1
462168,1
462649,1
463221,1
463953,1
465565,0
466338,1
469240,0
472390,0
474260,0
474875,1
474922,1
475509,1
476161,0
477501,1
477710,0
478497,1
479965,0
483158,0
484764,1
485112,0
487581,0
487813,0
488601,1
489149,1
489687,1
490163,1
491636,0
492318,0
492727,0
493792,1
494167,0
494562,0
495094,0
495333,1
496000,1
496535,1
497091,0
498274,1
498524,1
498612,1
499484,1
499728,1
504376,0
505045,1
505080,1
506473,0
506691,0
506848,1
508905,1
510176,1
510326,1
510608,0
510680,1
510776,1
510823,1
511420,0
511777,1
512024,1
512403,0
512896,1
513726,1
514514,0
514796,0
514822,1
515251,0
516999,1
518051,0
519205,1
519242,1
519817,0
520944,0
521239,1
521470,1
522384,1
523407,1
525501,0
525605,0
526189,1
527011,1
527346,1
528253,1
528567,0
528801,1
529614,0
530674,0
531620,0
532415,0
532702,0
533155,1
533296,1
534275,1
534681,1
535425,0
535888,1
537447,1
539467,1
541065,0
541736,1
542122,1
542799,0
543245,0
543751,0
545348,1
545749,1
547010,1
548386,1
549407,0
550886,0
551284,0
552451,0
552476,0
552683,0
554266,0
556032,1
557108,0
557675,0
558157,1
559687,1
559703,0
559992,1
560512,0
561423,0
562107,1
563990,1
564684,1
564830,0
564886,1
565512,1
566745,1
567165,1
568064,1
568120,1
569151,1
570269,1
571025,0
571877,0
572126,0
572171,1
572755,1
573104,1
573573,0
574919,0
575162,1
575694,1
575789,1
576468,0
577425,0
577723,1
577941,1
578532,1
579460,0
581442,1
582346,0
583199,1
583581,1
583841,1
583864,0
583926,1
584035,1
584118,1
584250,1
586349,1
586431,1
586738,1
588657,1
588950,0
589339,1
589753,1
590988,0
591060,0
592942,0
593474,1
594984,1
595034,1
596420,1
599287,1
599850,1
599994,0
600123,1
601005,0
601579,1
601985,0
602788,0
604177,0
604376,0
604616,1
604950,1
605881,0
605934,1
606817,0
607616,1
608694,0
609617,1
610209,1
610241,1
610779,1
610878,0
611735,1
611752,1
613006,1
613865,0
614466,0
614471,1
614535,1
615499,1
616135,1
616552,0
616745,1
616932,0
620029,0
623231,0
623284,1
623961,1
624384,1
624911,1
625551,1
627473,0
627964,1
628202,1
629877,0
630155,1
632063,1
632910,1
632943,0
632949,0
633348,0
633742,1
634598,1
638356,1
638808,1
641201,0
641790,1
641977,1
642008,1
642412,1
644156,1
644230,1
645685,1
646401,0
648511,0
649101,1
650055,1
650982,1
652902,0
653438,0
653740,0
653802,0
654782,1
655737,1
656830,1
657047,0
657689,1
658063,1
659363,1
660558,0
661031,0
661255,0
662234,1
662333,1
662606,1
662775,0
663317,0
663507,0
664077,1
664569,1
664937,1
664957,0
666781,1
667315,0
667352,0
667505,0
667519,0
667915,0
668035,0
668229,1
668293,0
669587,0
670351,0
671464,1
672498,0
672815,0
673249,1
673250,0
674675,0
675025,0
675616,1
678876,1
679601,0
679657,1
679903,1
680525,1
680958,0
